office_name,ocd_division,homepage_url,phone,email,directions,location_name,address1,address2,city,state,zip_code,start_time,end_time,start_date,end_date,index,address_line,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6634 New Sulphur Springs Rd,,San Antonio,TX,78263,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,72,"6634 New Sulphur Springs Rd, San Antonio, TX , 78263",08:00 AM-06:00 PM,,ho48133818,false,true,,,,poll49664008
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6634 New Sulphur Springs Rd,,San Antonio,TX,78263,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,73,"6634 New Sulphur Springs Rd, San Antonio, TX , 78263",08:00 AM-08:00 PM,,ho48133818,false,true,,,,poll49664008
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6634 New Sulphur Springs Rd,,San Antonio,TX,78263,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,74,"6634 New Sulphur Springs Rd, San Antonio, TX , 78263",12:00 PM-06:00 PM,,ho48133818,false,true,,,,poll49664008
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6634 New Sulphur Springs Rd,,San Antonio,TX,78263,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,75,"6634 New Sulphur Springs Rd, San Antonio, TX , 78263",08:00 AM-08:00 PM,,ho48133818,false,true,,,,poll49664008
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2515 E Evans Rd,,San Antonio,TX,78259,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,76,"2515 E Evans Rd, San Antonio, TX , 78259",08:00 AM-06:00 PM,,ho28410634,false,true,,,,poll99920471
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2515 E Evans Rd,,San Antonio,TX,78259,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,77,"2515 E Evans Rd, San Antonio, TX , 78259",08:00 AM-08:00 PM,,ho28410634,false,true,,,,poll99920471
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2515 E Evans Rd,,San Antonio,TX,78259,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,78,"2515 E Evans Rd, San Antonio, TX , 78259",12:00 PM-06:00 PM,,ho28410634,false,true,,,,poll99920471
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2515 E Evans Rd,,San Antonio,TX,78259,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,79,"2515 E Evans Rd, San Antonio, TX , 78259",08:00 AM-08:00 PM,,ho28410634,false,true,,,,poll99920471
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7286 Dietz Elkhorn Rd,,Boerne,TX,78015,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,80,"7286 Dietz Elkhorn Rd, Boerne, TX , 78015",08:00 AM-06:00 PM,,ho91683779,false,true,,,,poll53481633
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7286 Dietz Elkhorn Rd,,Boerne,TX,78015,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,81,"7286 Dietz Elkhorn Rd, Boerne, TX , 78015",08:00 AM-08:00 PM,,ho91683779,false,true,,,,poll53481633
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7286 Dietz Elkhorn Rd,,Boerne,TX,78015,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,82,"7286 Dietz Elkhorn Rd, Boerne, TX , 78015",12:00 PM-06:00 PM,,ho91683779,false,true,,,,poll53481633
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7286 Dietz Elkhorn Rd,,Boerne,TX,78015,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,83,"7286 Dietz Elkhorn Rd, Boerne, TX , 78015",08:00 AM-08:00 PM,,ho91683779,false,true,,,,poll53481633
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,9050 Wellwood St,,San Antonio,TX,78250,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,84,"9050 Wellwood St, San Antonio, TX , 78250",08:00 AM-06:00 PM,,ho2006553,false,true,,,,poll11968559
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,9050 Wellwood St,,San Antonio,TX,78250,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,85,"9050 Wellwood St, San Antonio, TX , 78250",08:00 AM-08:00 PM,,ho2006553,false,true,,,,poll11968559
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,9050 Wellwood St,,San Antonio,TX,78250,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,86,"9050 Wellwood St, San Antonio, TX , 78250",12:00 PM-06:00 PM,,ho2006553,false,true,,,,poll11968559
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,9050 Wellwood St,,San Antonio,TX,78250,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,87,"9050 Wellwood St, San Antonio, TX , 78250",08:00 AM-08:00 PM,,ho2006553,false,true,,,,poll11968559
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7978 W Military Dr,,San Antonio,TX,78227,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,88,"7978 W Military Dr, San Antonio, TX , 78227",08:00 AM-06:00 PM,,ho8401460,false,true,,,,poll46627276
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7978 W Military Dr,,San Antonio,TX,78227,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,89,"7978 W Military Dr, San Antonio, TX , 78227",08:00 AM-08:00 PM,,ho8401460,false,true,,,,poll46627276
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7978 W Military Dr,,San Antonio,TX,78227,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,90,"7978 W Military Dr, San Antonio, TX , 78227",12:00 PM-06:00 PM,,ho8401460,false,true,,,,poll46627276
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7978 W Military Dr,,San Antonio,TX,78227,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,91,"7978 W Military Dr, San Antonio, TX , 78227",08:00 AM-08:00 PM,,ho8401460,false,true,,,,poll46627276
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,13330 Kyle Seale Pkwy,,San Antonio,TX,78249,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,92,"13330 Kyle Seale Pkwy, San Antonio, TX , 78249",08:00 AM-06:00 PM,,ho52408607,false,true,,,,poll66524702
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,13330 Kyle Seale Pkwy,,San Antonio,TX,78249,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,93,"13330 Kyle Seale Pkwy, San Antonio, TX , 78249",08:00 AM-08:00 PM,,ho52408607,false,true,,,,poll66524702
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,13330 Kyle Seale Pkwy,,San Antonio,TX,78249,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,94,"13330 Kyle Seale Pkwy, San Antonio, TX , 78249",12:00 PM-06:00 PM,,ho52408607,false,true,,,,poll66524702
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,13330 Kyle Seale Pkwy,,San Antonio,TX,78249,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,95,"13330 Kyle Seale Pkwy, San Antonio, TX , 78249",08:00 AM-08:00 PM,,ho52408607,false,true,,,,poll66524702
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6307 Sun Valley Dr,,San Antonio,TX,78227,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,96,"6307 Sun Valley Dr, San Antonio, TX , 78227",08:00 AM-06:00 PM,,ho18371924,false,true,,,,poll86848667
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6307 Sun Valley Dr,,San Antonio,TX,78227,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,97,"6307 Sun Valley Dr, San Antonio, TX , 78227",08:00 AM-08:00 PM,,ho18371924,false,true,,,,poll86848667
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6307 Sun Valley Dr,,San Antonio,TX,78227,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,98,"6307 Sun Valley Dr, San Antonio, TX , 78227",12:00 PM-06:00 PM,,ho18371924,false,true,,,,poll86848667
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6307 Sun Valley Dr,,San Antonio,TX,78227,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,99,"6307 Sun Valley Dr, San Antonio, TX , 78227",08:00 AM-08:00 PM,,ho18371924,false,true,,,,poll86848667
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,15060 Judson Rd,,San Antonio,TX,78247,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,100,"15060 Judson Rd, San Antonio, TX , 78247",08:00 AM-06:00 PM,,ho44347095,false,true,,,,poll99037483
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,15060 Judson Rd,,San Antonio,TX,78247,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,101,"15060 Judson Rd, San Antonio, TX , 78247",08:00 AM-08:00 PM,,ho44347095,false,true,,,,poll99037483
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,15060 Judson Rd,,San Antonio,TX,78247,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,102,"15060 Judson Rd, San Antonio, TX , 78247",12:00 PM-06:00 PM,,ho44347095,false,true,,,,poll99037483
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,15060 Judson Rd,,San Antonio,TX,78247,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,103,"15060 Judson Rd, San Antonio, TX , 78247",08:00 AM-08:00 PM,,ho44347095,false,true,,,,poll99037483
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,515 Castroville Rd,,San Antonio,TX,78237,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,104,"515 Castroville Rd, San Antonio, TX , 78237",08:00 AM-06:00 PM,,ho79967248,false,true,,,,poll83044663
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,515 Castroville Rd,,San Antonio,TX,78237,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,105,"515 Castroville Rd, San Antonio, TX , 78237",08:00 AM-08:00 PM,,ho79967248,false,true,,,,poll83044663
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,515 Castroville Rd,,San Antonio,TX,78237,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,106,"515 Castroville Rd, San Antonio, TX , 78237",12:00 PM-06:00 PM,,ho79967248,false,true,,,,poll83044663
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,515 Castroville Rd,,San Antonio,TX,78237,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,107,"515 Castroville Rd, San Antonio, TX , 78237",08:00 AM-08:00 PM,,ho79967248,false,true,,,,poll83044663
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6421 Evers Rd,,San Antonio,TX,78240,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,108,"6421 Evers Rd, San Antonio, TX , 78240",08:00 AM-06:00 PM,,ho86174485,false,true,,,,poll78738258
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6421 Evers Rd,,San Antonio,TX,78240,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,109,"6421 Evers Rd, San Antonio, TX , 78240",08:00 AM-08:00 PM,,ho86174485,false,true,,,,poll78738258
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6421 Evers Rd,,San Antonio,TX,78240,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,110,"6421 Evers Rd, San Antonio, TX , 78240",12:00 PM-06:00 PM,,ho86174485,false,true,,,,poll78738258
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,6421 Evers Rd,,San Antonio,TX,78240,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,111,"6421 Evers Rd, San Antonio, TX , 78240",08:00 AM-08:00 PM,,ho86174485,false,true,,,,poll78738258
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2809 Broadway St,,San Antonio,TX,78209,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,112,"2809 Broadway St, San Antonio, TX , 78209",08:00 AM-06:00 PM,,ho38209556,false,true,,,,poll61598439
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2809 Broadway St,,San Antonio,TX,78209,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,113,"2809 Broadway St, San Antonio, TX , 78209",08:00 AM-08:00 PM,,ho38209556,false,true,,,,poll61598439
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2809 Broadway St,,San Antonio,TX,78209,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,114,"2809 Broadway St, San Antonio, TX , 78209",12:00 PM-06:00 PM,,ho38209556,false,true,,,,poll61598439
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2809 Broadway St,,San Antonio,TX,78209,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,115,"2809 Broadway St, San Antonio, TX , 78209",08:00 AM-08:00 PM,,ho38209556,false,true,,,,poll61598439
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,8700 Mystic Park,,San Antonio,TX,78254,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,116,"8700 Mystic Park, San Antonio, TX , 78254",08:00 AM-06:00 PM,,ho85321349,false,true,,,,poll69963996
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,8700 Mystic Park,,San Antonio,TX,78254,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,117,"8700 Mystic Park, San Antonio, TX , 78254",08:00 AM-08:00 PM,,ho85321349,false,true,,,,poll69963996
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,8700 Mystic Park,,San Antonio,TX,78254,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,118,"8700 Mystic Park, San Antonio, TX , 78254",12:00 PM-06:00 PM,,ho85321349,false,true,,,,poll69963996
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,8700 Mystic Park,,San Antonio,TX,78254,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,119,"8700 Mystic Park, San Antonio, TX , 78254",08:00 AM-08:00 PM,,ho85321349,false,true,,,,poll69963996
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1023 Ada St,,San Antonio,TX,78223,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,120,"1023 Ada St, San Antonio, TX , 78223",08:00 AM-06:00 PM,,ho32273285,false,true,,,,poll54062867
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1023 Ada St,,San Antonio,TX,78223,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,121,"1023 Ada St, San Antonio, TX , 78223",08:00 AM-08:00 PM,,ho32273285,false,true,,,,poll54062867
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1023 Ada St,,San Antonio,TX,78223,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,122,"1023 Ada St, San Antonio, TX , 78223",12:00 PM-06:00 PM,,ho32273285,false,true,,,,poll54062867
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1023 Ada St,,San Antonio,TX,78223,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,123,"1023 Ada St, San Antonio, TX , 78223",08:00 AM-08:00 PM,,ho32273285,false,true,,,,poll54062867
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3222 Culebra Rd,,San Antonio,TX,78228,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,124,"3222 Culebra Rd, San Antonio, TX , 78228",08:00 AM-06:00 PM,,ho25208743,false,true,,,,poll57395910
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3222 Culebra Rd,,San Antonio,TX,78228,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,125,"3222 Culebra Rd, San Antonio, TX , 78228",08:00 AM-08:00 PM,,ho25208743,false,true,,,,poll57395910
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3222 Culebra Rd,,San Antonio,TX,78228,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,126,"3222 Culebra Rd, San Antonio, TX , 78228",12:00 PM-06:00 PM,,ho25208743,false,true,,,,poll57395910
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3222 Culebra Rd,,San Antonio,TX,78228,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,127,"3222 Culebra Rd, San Antonio, TX , 78228",08:00 AM-08:00 PM,,ho25208743,false,true,,,,poll57395910
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3134 Roosevelt Ave,,San Antonio,TX,78214,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,128,"3134 Roosevelt Ave, San Antonio, TX , 78214",08:00 AM-06:00 PM,,ho27289012,false,true,,,,poll76280373
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3134 Roosevelt Ave,,San Antonio,TX,78214,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,129,"3134 Roosevelt Ave, San Antonio, TX , 78214",08:00 AM-08:00 PM,,ho27289012,false,true,,,,poll76280373
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3134 Roosevelt Ave,,San Antonio,TX,78214,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,130,"3134 Roosevelt Ave, San Antonio, TX , 78214",12:00 PM-06:00 PM,,ho27289012,false,true,,,,poll76280373
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3134 Roosevelt Ave,,San Antonio,TX,78214,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,131,"3134 Roosevelt Ave, San Antonio, TX , 78214",08:00 AM-08:00 PM,,ho27289012,false,true,,,,poll76280373
